Date,Storage Capacity(10000m^3),Precipitation(mm),Inflow(10000m^3),Outflow(10000m^3),Water Level Difference(m),Real-Time,Water Level(m),Useful Storage(10000m^3),Storage Ratio(%)
2019/1/1,51002.00,0.00,16.00,0.00,--,23:00,219.42,32620.00,63.96 
2019/1/2,51002.00,0.70,16.00,0.00,--,23:00,219.42,32620.00,63.96 
2019/1/3,51002.00,0.40,15.00,0.00,--,23:00,219.43,32636.00,63.99 
2019/1/4,51002.00,0.00,16.00,0.00,--,23:00,219.45,32667.00,64.05 
2019/1/5,51002.00,0.00,16.00,0.00,--,23:00,219.46,32683.00,64.08 
2019/1/6,51002.00,0.00,8.00,0.00,--,23:00,219.46,32683.00,64.08 
2019/1/7,51002.00,0.00,8.00,0.00,--,23:00,219.46,32683.00,64.08 
2019/1/8,51002.00,0.00,8.00,0.00,--,23:00,219.47,32699.00,64.11 
2019/1/9,51002.00,0.00,8.00,0.00,--,23:00,219.48,32715.00,64.14 
2019/1/10,51002.00,0.00,8.00,0.00,--,23:00,219.48,32715.00,64.14 
2019/1/11,51002.00,0.00,8.00,0.00,--,23:00,219.49,32731.00,64.18 
2019/1/12,51002.00,0.00,2.30,18.30,--,23:00,219.48,32715.00,64.14 
2019/1/13,51002.00,0.00,10.10,26.10,--,23:00,219.46,32683.00,64.08 
2019/1/14,51002.00,0.00,8.00,0.00,--,23:00,219.47,32699.00,64.11 
2019/1/15,51002.00,1.40,4.00,0.00,--,16:00,219.48,32715.00,64.14 
2019/1/16,51002.00,0.90,6.00,145.00,--,23:00,219.39,32572.00,63.86 
2019/1/17,51002.00,2.50,18.20,255.20,--,23:00,219.25,32351.00,63.43 
2019/1/18,51002.00,0.00,15.60,441.60,--,23:00,218.97,31909.00,62.56 
2019/1/19,51002.00,2.70,2.60,441.60,--,23:00,218.69,31470.00,61.7 
2019/1/20,51002.00,4.10,3.60,441.60,--,23:00,218.41,31032.00,60.84 
2019/1/21,51002.00,6.30,6.60,441.60,--,23:00,218.14,30613.00,60.02 
2019/1/22,51002.00,0.10,9.60,441.60,--,23:00,217.86,30180.00,59.17 
2019/1/23,51002.00,0.00,16.00,293.00,--,23:00,217.68,29903.00,58.63 
2019/1/24,51002.00,0.00,1.20,185.20,--,23:00,217.55,29704.00,58.24 
2019/1/25,51002.00,0.00,7.80,145.80,--,23:00,217.47,29581.00,58 
2019/1/26,51002.00,0.00,10.60,468.60,--,23:00,217.18,29139.00,57.13 
2019/1/27,51002.00,0.00,9.20,449.20,--,23:00,216.89,28699.00,56.27 
2019/1/28,51002.00,0.00,8.00,445.00,--,23:00,216.60,28261.00,55.41 
2019/1/29,51002.00,0.00,11.20,445.20,--,23:00,216.31,27827.00,54.56 
2019/1/30,51002.00,0.00,12.20,445.20,--,23:00,216.01,27379.00,53.68 
2019/1/31,51002.00,0.00,12.00,442.00,--,23:00,215.72,26949.00,52.84 
2019/2/1,51002.00,0.00,12.40,410.40,--,23:00,215.43,26521.00,52 
2019/2/2,51002.00,0.00,8.60,287.60,--,23:00,215.25,26257.00,51.48 
2019/2/3,51002.00,0.00,9.60,287.60,--,23:00,215.06,25979.00,50.94 
2019/2/4,51002.00,0.40,10.60,287.60,--,23:00,214.87,25702.00,50.39 
2019/2/5,51002.00,0.20,11.60,287.60,--,23:00,214.68,25426.00,49.85 
2019/2/6,51002.00,0.00,7.50,290.00,--,23:00,214.48,25136.00,49.28 
2019/2/7,51002.00,0.00,8.00,296.00,--,23:00,214.27,24834.00,48.69 
2019/2/8,51002.00,0.00,9.00,295.00,--,23:00,214.08,24562.00,48.16 
2019/2/9,51002.00,0.00,9.00,295.00,--,23:00,213.88,24276.00,47.6 
2019/2/10,51002.00,0.00,11.00,295.00,--,23:00,213.68,23992.00,47.04 
2019/2/11,51002.00,0.00,12.00,295.00,--,23:00,213.47,23694.00,46.46 
2019/2/12,51002.00,0.00,12.00,294.00,--,23:00,213.27,23413.00,45.91 
2019/2/13,51002.00,0.00,7.60,274.60,--,23:00,213.09,23160.00,45.41 
