Date,Storage Capacity(10000m^3),Precipitation(mm),Inflow(10000m^3),Outflow(10000m^3),Water Level Difference(m),Real-Time,Water Level(m),Useful Storage(10000m^3),Storage Ratio(%)
2015/1/1,47330.00,0.00,14.00,0.00,--,23:00,213.91,26442.00,55.87 
2015/1/2,47330.00,0.00,14.00,0.00,--,23:00,213.92,26456.00,55.9 
2015/1/3,47330.00,0.00,14.00,0.00,--,23:00,213.93,26470.00,55.93 
2015/1/4,47330.00,0.00,14.00,0.00,--,23:00,213.94,26484.00,55.96 
2015/1/5,47330.00,0.00,13.00,224.00,--,23:00,213.80,26287.00,55.54 
2015/1/6,47330.00,0.00,14.00,0.00,--,23:00,213.81,26301.00,55.57 
2015/1/7,47330.00,0.00,14.00,0.00,--,23:00,213.82,26315.00,55.6 
2015/1/8,47330.00,0.20,14.00,0.00,--,23:00,213.83,26329.00,55.63 
2015/1/9,47330.00,0.10,15.00,0.00,--,23:00,213.84,26344.00,55.66 
2015/1/10,47330.00,0.00,14.00,0.00,--,23:00,213.85,26358.00,55.69 
2015/1/11,47330.00,0.00,14.00,0.00,--,23:00,213.86,26372.00,55.72 
2015/1/12,47330.00,0.00,14.00,0.00,--,23:00,213.86,26372.00,55.72 
2015/1/13,47330.00,0.10,13.40,293.40,--,23:00,213.69,26134.00,55.22 
2015/1/14,47330.00,14.20,56.00,294.00,--,23:00,213.49,25855.00,54.63 
2015/1/15,47330.00,0.20,14.00,0.00,--,23:00,213.51,25882.00,54.68 
2015/1/16,47330.00,0.00,14.00,0.00,--,23:00,213.52,25896.00,54.71 
2015/1/17,47330.00,0.00,14.00,0.00,--,23:00,213.53,25910.00,54.74 
2015/1/18,47330.00,0.00,14.00,0.00,--,14:00,213.53,25910.00,54.74 
2015/1/19,47330.00,0.00,14.00,0.00,--,22:00,213.54,25924.00,54.77 
2015/1/20,47330.00,0.50,14.00,0.00,--,23:00,213.56,25952.00,54.83 
2015/1/21,47330.00,0.50,14.00,0.00,--,23:00,213.56,25952.00,54.83 
2015/1/22,47330.00,0.00,14.00,0.00,--,23:00,213.57,25966.00,54.86 
2015/1/23,47330.00,0.00,6.20,284.20,--,23:00,213.39,25715.00,54.33 
2015/1/24,47330.00,0.00,7.00,312.00,--,23:00,213.16,25397.00,53.66 
2015/1/25,47330.00,0.00,14.00,0.00,--,23:00,213.17,25411.00,53.69 
2015/1/26,47330.00,0.00,13.00,0.00,--,23:00,213.18,25424.00,53.72 
2015/1/27,47330.00,0.50,14.00,0.00,--,23:00,213.18,25424.00,53.72 
2015/1/28,47330.00,0.20,14.00,0.00,--,23:00,213.19,25438.00,53.75 
2015/1/29,47330.00,0.00,14.00,0.00,--,23:00,213.20,25452.00,53.78 
2015/1/30,47330.00,0.00,8.60,284.60,--,23:00,213.02,25204.00,53.25 
2015/1/31,47330.00,0.00,12.40,465.40,--,23:00,212.69,24750.00,52.29 
2015/2/1,47330.00,0.00,12.20,462.20,--,23:00,212.36,24301.00,51.34 
2015/2/2,47330.00,0.00,14.00,298.00,--,23:00,212.14,24003.00,50.71 
2015/2/3,47330.00,0.00,13.00,0.00,--,20:00,212.14,24003.00,50.71 
2015/2/4,47330.00,0.00,14.00,0.00,--,23:00,212.15,24016.00,50.74 
2015/2/5,47330.00,0.00,0.00,0.00,--,19:00,212.15,24016.00,50.74 
2015/2/6,47330.00,0.00,13.50,0.00,--,23:00,212.17,24043.00,50.8 
2015/2/7,47330.00,0.00,0.00,0.00,--,23:00,212.17,24043.00,50.8 
2015/2/8,47330.00,0.00,18.20,287.20,--,23:00,211.98,23787.00,50.26 
2015/2/9,47330.00,0.00,7.00,463.00,--,23:00,211.65,23344.00,49.32 
2015/2/10,47330.00,0.00,9.40,463.40,--,16:00,211.41,23024.00,48.65 
2015/2/11,47330.00,0.00,28.60,465.60,--,23:00,210.97,22440.00,47.41 
2015/2/12,47330.00,0.00,5.60,465.60,--,20:00,210.67,22045.00,46.58 
2015/2/13,47330.00,0.00,9.60,465.60,--,23:00,210.28,21537.00,45.5 
2015/2/14,47330.00,0.00,5.00,469.00,--,23:00,209.92,21073.00,44.52 
2015/2/15,47330.00,0.40,24.40,470.40,--,20:00,209.61,20677.00,43.69 
2015/2/16,47330.00,18.60,31.80,473.80,--,23:00,209.22,20184.00,42.65 
2015/2/17,47330.00,0.10,11.40,474.40,--,23:00,208.84,19709.00,41.64 
2015/2/18,47330.00,0.00,17.80,474.80,--,22:00,208.49,19276.00,40.73 
2015/2/19,47330.00,0.00,17.80,237.80,--,23:00,208.28,19019.00,40.18 
2015/2/20,47330.00,0.00,12.00,0.00,--,20:00,208.29,19031.00,40.21 
2015/2/21,47330.00,19.90,25.00,0.00,--,23:00,208.31,19056.00,40.26 
2015/2/22,47330.00,1.90,24.00,0.00,--,23:00,208.34,19092.00,40.34 
2015/2/23,47330.00,0.00,24.00,0.00,--,09:00,208.34,19092.00,40.34 
2015/2/24,47330.00,0.00,18.00,298.00,--,23:00,208.14,18848.00,39.82 
2015/2/25,47330.00,0.00,17.60,319.60,--,23:00,207.87,18522.00,39.13 
2015/2/26,47330.00,0.00,24.00,0.00,--,23:00,207.89,18546.00,39.18 
2015/2/27,47330.00,0.00,12.00,0.00,--,23:00,207.90,18558.00,39.21 
2015/2/28,47330.00,0.00,10.00,298.00,--,23:00,207.68,18294.00,38.65 
2015/3/1,47330.00,0.00,17.00,480.00,--,23:00,207.29,17830.00,37.67 
2015/3/2,47330.00,0.00,22.70,480.70,--,23:00,206.89,17361.00,36.68 
2015/3/3,47330.00,0.10,9.70,483.70,--,23:00,206.49,16898.00,35.7 
2015/3/4,47330.00,0.00,22.80,181.80,--,23:00,206.33,16716.00,35.32 
2015/3/5,47330.00,0.00,8.60,200.60,--,23:00,206.18,16546.00,34.96 
2015/3/6,47330.00,0.00,20.40,487.40,--,23:00,205.76,16079.00,33.97 
2015/3/7,47330.00,0.00,29.00,487.00,--,23:00,205.34,15621.00,33 
2015/3/8,47330.00,0.00,15.20,487.20,--,23:00,204.91,15159.00,32.03 
2015/3/9,47330.00,0.00,24.20,487.20,--,20:00,204.52,14747.00,31.16 
2015/3/10,47330.00,6.50,12.20,487.20,--,23:00,204.00,14209.00,30.02 
2015/3/11,47330.00,0.50,22.60,324.60,--,23:00,203.68,13887.00,29.34 
2015/3/12,47330.00,1.40,10.00,0.00,--,15:00,203.69,13897.00,29.36 
2015/3/13,47330.00,0.00,10.00,0.00,--,23:00,203.70,13907.00,29.38 
2015/3/14,47330.00,0.00,16.60,301.60,--,23:00,203.43,13642.00,28.82 
2015/3/15,47330.00,2.10,17.80,484.80,--,23:00,202.94,13174.00,27.83 
2015/3/16,47330.00,0.40,21.80,484.80,--,23:00,202.44,12710.00,26.85 
2015/3/17,47330.00,0.00,12.60,319.60,--,19:00,202.08,12385.00,26.17 
2015/3/18,47330.00,0.00,18.00,0.00,--,23:00,202.09,12394.00,26.19 
2015/3/19,47330.00,0.00,9.00,0.00,--,23:00,202.10,12403.00,26.21 
2015/3/20,47330.00,0.00,9.00,0.00,--,23:00,202.11,12412.00,26.22 
2015/3/21,47330.00,0.00,8.20,301.20,--,23:00,201.81,12145.00,25.66 
2015/3/22,47330.00,1.00,10.60,484.60,--,23:00,201.27,11679.00,24.68 
2015/3/23,47330.00,10.20,23.40,481.40,--,23:00,200.71,11212.00,23.69 
2015/3/24,47330.00,0.00,8.00,0.00,--,23:00,200.70,11204.00,23.67 
2015/3/25,47330.00,3.50,16.00,0.00,--,23:00,200.72,11220.00,23.71 
2015/3/26,47330.00,0.10,9.00,0.00,--,23:00,200.73,11229.00,23.72 
2015/3/27,47330.00,0.30,16.00,0.00,--,23:00,200.74,11237.00,23.74 
2015/3/28,47330.00,0.00,6.00,301.00,--,23:00,200.41,10967.00,23.17 
2015/3/29,47330.00,0.00,7.00,480.00,--,23:00,199.83,10501.00,22.19 
2015/3/30,47330.00,0.00,8.60,322.60,--,07:00,199.62,10335.00,21.84 
2015/3/31,47330.00,0.00,7.00,0.00,--,23:00,199.41,10170.00,21.49 
2015/4/1,47330.00,0.00,8.00,0.00,--,23:00,199.42,10178.00,21.5 
2015/4/2,47330.00,0.00,8.00,0.00,--,18:00,199.43,10186.00,21.52 
2015/4/3,47330.00,0.00,8.00,0.00,--,18:00,199.44,10194.00,21.54 
2015/4/4,47330.00,0.00,6.40,37.40,--,07:00,199.45,10202.00,21.56 
2015/4/5,47330.00,0.00,7.00,0.00,--,21:00,199.41,10170.00,21.49 
2015/4/6,47330.00,18.10,16.00,0.00,--,23:00,199.43,10186.00,21.52 
2015/4/7,47330.00,0.20,23.00,0.00,--,22:00,199.46,10209.00,21.57 
2015/4/8,47330.00,0.00,16.00,0.00,--,18:00,199.47,10217.00,21.59 
2015/4/9,47330.00,0.00,7.80,263.80,--,17:00,199.33,10108.00,21.36 
2015/4/10,47330.00,0.00,5.00,491.00,--,22:00,198.56,9520.00,20.11 
2015/4/11,47330.00,27.80,32.40,320.40,--,13:00,198.17,9231.00,19.5 
2015/4/12,47330.00,3.30,22.00,0.00,--,23:00,198.15,9217.00,19.47 
2015/4/13,47330.00,0.00,14.00,0.00,--,23:00,198.17,9231.00,19.5 
2015/4/14,47330.00,0.00,8.00,0.00,--,23:00,198.18,9239.00,19.52 
2015/4/15,47330.00,0.00,7.00,0.00,--,23:00,198.19,9246.00,19.54 
2015/4/16,47330.00,0.00,1.00,297.00,--,23:00,197.80,8964.00,18.94 
2015/4/17,47330.00,0.00,6.20,337.20,--,23:00,197.32,8626.00,18.23 
2015/4/18,47330.00,0.00,14.00,0.00,--,23:00,197.34,8640.00,18.25 
2015/4/19,47330.00,0.00,7.00,0.00,--,23:00,197.35,8647.00,18.27 
2015/4/20,47330.00,0.00,14.00,0.00,--,23:00,197.36,8654.00,18.28 
